Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,4802.750000,4897.750000,4558.500000,4816.000000,4816.000000,5385003
2016-12-01,4819.000000,4994.500000,4701.500000,4864.000000,4864.000000,3157221
2017-01-01,4876.750000,5168.500000,4876.750000,5112.750000,5112.750000,1217826427
2017-02-01,5132.000000,5361.250000,5119.500000,5332.250000,5332.250000,3393613
2017-03-01,5334.500000,5452.750000,5315.000000,5438.500000,5438.500000,4508715
2017-04-01,5436.750000,5599.000000,5347.500000,5580.500000,5580.500000,1440855115
2017-05-01,5581.000000,5819.250000,5550.500000,5793.250000,5793.250000,5117422
2017-06-01,5804.750000,5898.750000,5601.000000,5652.750000,5652.750000,6318642
2017-07-01,5658.000000,5995.750000,5560.250000,5882.500000,5882.500000,1777943464
2017-08-01,5884.500000,5998.000000,5752.250000,5990.750000,5990.750000,7457583
2017-09-01,5994.000000,6019.750000,5842.000000,5982.500000,5982.500000,5342154
2017-10-01,5984.000000,6258.750000,5958.500000,6249.750000,6249.750000,1783126035
2017-11-01,6249.750000,6429.500000,6192.500000,6369.000000,6369.000000,6378892
2017-12-01,6353.750000,6545.750000,6231.750000,6408.750000,6408.750000,4955564
2018-01-01,6405.000000,7047.250000,6397.750000,6962.500000,6962.500000,2332547294
2018-02-01,6973.000000,7009.000000,6164.000000,6865.000000,6865.000000,9676883
2018-03-01,6879.500000,7188.500000,6421.000000,6594.000000,6594.000000,10106929
2018-04-01,6557.000000,6867.000000,6306.750000,6619.750000,6619.750000,3174306670
2018-05-01,6606.000000,7023.500000,6538.000000,6977.000000,6977.000000,7672062
2018-06-01,6982.500000,7358.500000,6956.000000,7066.750000,7066.750000,6813209
2018-07-01,7068.250000,7530.000000,6987.500000,7244.750000,7244.750000,2448065897
2018-08-01,7293.000000,7697.000000,7214.250000,7661.250000,7661.250000,7572257
2018-09-01,7670.000000,7695.750000,7393.000000,7655.250000,7655.250000,2412490425
2018-10-01,7672.000000,7728.750000,6580.500000,6975.500000,6975.500000,16641451
2018-11-01,6960.000000,7231.000000,6449.500000,6949.500000,6949.500000,13051988
2018-12-01,7041.000000,7139.000000,5820.500000,6333.250000,6333.250000,3404931434
2019-01-01,6349.500000,6943.000000,6136.500000,6914.750000,6914.750000,3898171130
2019-02-01,6911.000000,7168.500000,6841.000000,7102.500000,7102.500000,7694175
2019-03-01,7106.500000,7544.750000,6939.000000,7400.500000,7400.500000,8762663
2019-04-01,7430.000000,7879.500000,7428.500000,7800.000000,7800.000000,8150702
2019-05-01,7848.750000,7872.500000,7129.250000,7133.500000,7133.500000,12790997
2019-06-01,7110.000000,7824.500000,6941.250000,7801.750000,7801.750000,2439193968
2019-07-01,7781.500000,8051.750000,7743.000000,7866.750000,7866.750000,7912845
2019-08-01,7834.000000,8014.500000,7224.500000,7690.750000,7690.750000,13364228
2019-09-01,7628.250000,7982.750000,7580.750000,7781.500000,7781.500000,2917502888
2019-10-01,7784.000000,8141.000000,7474.250000,8090.250000,8090.250000,11461523
2019-11-01,8094.250000,8458.750000,8084.500000,8417.500000,8417.500000,18802525
2019-12-01,8424.500000,8843.500000,8168.250000,8752.250000,8752.250000,7031527
2020-01-01,8776.750000,9287.250000,8678.000000,8997.750000,8997.750000,46732550
2020-02-01,8982.750000,9763.000000,8126.250000,8382.750000,8382.750000,72064925
2020-03-01,8347.000000,9002.500000,6628.750000,7786.250000,7786.250000,21224691
2020-04-01,7772.500000,9144.750000,7376.000000,8988.500000,8988.500000,12157181
2020-05-01,8847.000000,9604.000000,8556.250000,9506.250000,9506.250000,59321171
2020-06-01,9513.000000,10296.200195,9381.750000,10147.200195,10147.200195,12509699
2020-07-01,10141.000000,11058.500000,10076.000000,10890.500000,10890.500000,15117876
2020-08-01,10933.250000,12165.000000,10845.500000,12114.000000,12114.000000,177950188
2020-09-01,12109.799805,12465.200195,10656.500000,11394.799805,11394.799805,12115979
