Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,1995.750000,2136.750000,1961.000000,2122.000000,2122.000000,6244859
2010-11-01,2125.000000,2198.000000,2083.500000,2117.000000,2117.000000,6054988
2010-12-01,2115.000000,2239.000000,2110.750000,2216.000000,2216.000000,3047780
2011-01-01,2220.000000,2346.500000,2219.250000,2280.000000,2280.000000,4982701
2011-02-01,2284.000000,2403.000000,2280.250000,2350.750000,2350.750000,4758968
2011-03-01,2351.000000,2378.750000,2188.250000,2336.250000,2336.250000,5683927
2011-04-01,2339.000000,2415.750000,2250.250000,2400.750000,2400.750000,4908808
2011-05-01,2408.000000,2428.000000,2281.000000,2371.750000,2371.750000,5938726
2011-06-01,2375.500000,2380.750000,2174.000000,2321.000000,2321.000000,5064403
2011-07-01,2318.750000,2435.500000,2314.500000,2359.250000,2359.250000,5268787
2011-08-01,2386.000000,2395.000000,1972.250000,2240.750000,2240.750000,8870184
2011-09-01,2243.500000,2332.500000,2108.250000,2134.500000,2134.500000,6076979
2011-10-01,2126.500000,2408.750000,2035.750000,2356.000000,2356.000000,6812541
2011-11-01,2353.250000,2399.500000,2135.750000,2295.000000,2295.000000,5804709
2011-12-01,2293.250000,2344.750000,2204.250000,2274.500000,2274.500000,3240470
2012-01-01,2312.500000,2478.500000,2302.500000,2464.250000,2464.250000,3622979
2012-02-01,2455.000000,2645.250000,2453.500000,2623.000000,2623.000000,4272002
2012-03-01,2623.750000,2790.250000,2575.000000,2750.750000,2750.750000,4391138
2012-04-01,2758.000000,2791.500000,2624.750000,2719.250000,2719.250000,5653930
2012-05-01,2719.500000,2753.000000,2465.000000,2524.000000,2524.000000,6425137
2012-06-01,2520.000000,2628.250000,2433.750000,2609.750000,2609.750000,4464909
2012-07-01,2612.000000,2658.000000,2516.500000,2636.500000,2636.500000,4852082
2012-08-01,2634.750000,2802.500000,2600.000000,2771.000000,2771.000000,4445605
2012-09-01,2773.000000,2877.500000,2742.750000,2792.000000,2792.000000,3725619
2012-10-01,2789.000000,2840.750000,2604.500000,2640.500000,2640.500000,5577603
2012-11-01,2634.250000,2694.000000,2492.000000,2675.750000,2675.750000,5842629
2012-12-01,2676.000000,2716.000000,2580.000000,2655.250000,2655.250000,3871169
2013-01-01,2686.250000,2768.750000,2686.250000,2725.000000,2725.000000,4419673
2013-02-01,2733.000000,2786.500000,2689.000000,2738.000000,2738.000000,4350567
2013-03-01,2738.000000,2827.750000,2711.750000,2811.000000,2811.000000,3723019
2013-04-01,2811.000000,2884.250000,2724.000000,2880.000000,2880.000000,5224810
2013-05-01,2884.000000,3053.500000,2862.250000,2980.250000,2980.250000,4539251
2013-06-01,2981.000000,3007.000000,2817.750000,2901.250000,2901.250000,4724328
2013-07-01,2902.750000,3105.000000,2894.250000,3083.000000,3083.000000,4221402
2013-08-01,3088.750000,3148.000000,3052.500000,3073.500000,3073.500000,4679452
2013-09-01,3088.750000,3251.500000,3076.000000,3209.000000,3209.000000,3845121
2013-10-01,3221.250000,3401.750000,3110.750000,3369.000000,3369.000000,6073438
2013-11-01,3377.250000,3496.500000,3310.000000,3487.500000,3487.500000,4273900
2013-12-01,3493.000000,3594.750000,3422.000000,3583.750000,3583.750000,3375480
2014-01-01,3575.750000,3635.250000,3454.250000,3514.000000,3514.000000,5637514
2014-02-01,3514.000000,3722.500000,3412.000000,3695.250000,3695.250000,5220912
2014-03-01,3678.000000,3740.500000,3535.250000,3586.250000,3586.250000,5644217
2014-04-01,3583.250000,3669.000000,3404.750000,3573.250000,3573.250000,7764368
2014-05-01,3577.000000,3740.500000,3497.500000,3735.500000,3735.500000,5523271
2014-06-01,3735.000000,3851.250000,3707.250000,3840.500000,3840.500000,3822037
2014-07-01,3847.000000,3991.250000,3831.500000,3884.750000,3884.750000,5297117
2014-08-01,3890.500000,4086.000000,3826.500000,4082.000000,4082.000000,4756416
2014-09-01,4078.750000,4127.750000,3998.000000,4044.750000,4044.750000,5308156
2014-10-01,4036.250000,4163.500000,3684.000000,4150.500000,4150.500000,10098897
2014-11-01,4150.250000,4348.000000,4119.750000,4338.250000,4338.250000,4001590
2014-12-01,4330.750000,4335.500000,4084.250000,4232.750000,4232.750000,4526698
2015-01-01,4240.250000,4286.250000,4041.500000,4141.250000,4141.250000,6832557
2015-02-01,4143.500000,4464.750000,4085.500000,4442.500000,4442.500000,3982918
2015-03-01,4447.000000,4483.250000,4270.000000,4329.500000,4329.500000,4567427
2015-04-01,4321.750000,4555.500000,4259.000000,4408.250000,4408.250000,4615552
2015-05-01,4414.000000,4551.000000,4332.500000,4478.000000,4478.000000,88158521
2015-06-01,4514.000000,4555.250000,4368.250000,4390.000000,4390.000000,957725599
2015-07-01,4392.750000,4686.000000,4331.750000,4585.000000,4585.000000,5098591
2015-08-01,4583.250000,4629.000000,3908.250000,4238.750000,4238.750000,325863765
2015-09-01,4266.000000,4451.500000,4040.750000,4155.750000,4155.750000,878180869
2015-10-01,4154.000000,4690.250000,4111.500000,4643.250000,4643.250000,5775819
2015-11-01,4644.500000,4729.750000,4455.000000,4668.750000,4668.750000,1427056686
2015-12-01,4678.750000,4739.500000,4477.250000,4618.500000,4618.500000,179157945
2016-01-01,4592.500000,4606.750000,3983.500000,4263.000000,4263.000000,3079449143
2016-02-01,4263.250000,4309.250000,3862.500000,4201.250000,4201.250000,6808865
2016-03-01,4199.250000,4510.250000,4180.250000,4478.500000,4478.500000,247378665
2016-04-01,4477.750000,4584.500000,4296.750000,4335.750000,4335.750000,5388715
2016-05-01,4337.000000,4528.250000,4271.000000,4523.250000,4523.250000,1245116480
2016-06-01,4522.000000,4545.500000,4167.750000,4397.250000,4397.250000,613713162
2016-07-01,4397.000000,4736.500000,4365.750000,4726.750000,4726.750000,3856103
2016-08-01,4737.500000,4836.750000,4681.750000,4773.750000,4773.750000,4050048
2016-09-01,4774.000000,4892.250000,4629.000000,4863.250000,4863.250000,391470670
2016-10-01,4867.250000,4919.500000,4754.500000,4800.750000,4800.750000,1540682907
