Date,Open,High,Low,Close,Adj Close,Volume
2017-08-01,35.660000,36.700001,34.380001,35.070000,32.367344,497303200
2017-09-01,35.240002,38.150002,34.930000,38.080002,35.409218,431948900
2017-10-01,38.119999,45.799999,38.080002,45.490002,42.299500,633392500
2017-11-01,45.970001,47.299999,43.770000,44.840000,41.695095,579910400
2017-12-01,44.730000,47.639999,42.669998,46.160000,43.176872,559756900
2018-01-01,46.380001,50.849998,42.439999,48.139999,45.028919,910041000
2018-02-01,47.700001,50.900002,42.040001,49.290001,46.104599,608494100
2018-03-01,49.500000,53.779999,46.959999,52.080002,49.044781,710899300
2018-04-01,51.689999,55.790001,47.290001,51.619999,48.611591,666315000
2018-05-01,51.639999,56.200001,51.000000,55.200001,51.982944,486323900
2018-06-01,55.840000,57.599998,48.500000,49.709999,47.083088,638342400
2018-07-01,49.040001,53.299999,46.430000,48.099998,45.558163,479303100
2018-08-01,48.060001,50.599998,46.189999,48.430000,45.870728,516977100
2018-09-01,48.380001,48.430000,44.060001,47.290001,45.063362,462762400
2018-10-01,46.790001,49.720001,42.360001,46.880001,44.672676,782226900
2018-11-01,46.950001,49.320000,46.520000,49.310001,46.988258,552786700
2018-12-01,50.000000,50.500000,43.509998,46.930000,45.001755,565278100
2019-01-01,45.959999,50.040001,44.389999,47.119999,45.183949,620374700
2019-02-01,47.060001,53.610001,47.009998,52.959999,50.783997,410236000
2019-03-01,53.439999,54.990002,51.700001,53.700001,51.819992,435022900
2019-04-01,54.340000,59.590000,50.869999,51.040001,49.253117,472425200
2019-05-01,51.099998,51.820000,42.860001,44.040001,42.498180,637861500
2019-06-01,44.250000,48.480000,43.200001,47.869999,46.476997,416044500
2019-07-01,49.290001,53.500000,47.070000,50.549999,49.079006,431124500
2019-08-01,50.520000,51.889999,44.799999,47.410000,46.030380,531366100
2019-09-01,47.119999,53.330002,46.500000,51.529999,50.368282,387955800
2019-10-01,51.970001,57.240002,48.529999,56.529999,55.255558,438267300
2019-11-01,55.939999,59.130001,55.619999,58.049999,56.741291,319751400
2019-12-01,58.549999,60.480000,55.750000,59.849998,58.822678,419629000
2020-01-01,60.240002,69.290001,58.520000,63.930000,62.832645,534150100
2020-02-01,64.459999,68.089996,53.599998,55.520000,54.567001,441521000
2020-03-01,55.790001,59.020000,43.630001,54.119999,53.452980,961029000
2020-04-01,52.500000,62.130001,51.220001,59.980000,59.240757,617676500
2020-05-01,58.830002,64.139999,56.099998,62.930000,62.154400,409276900
2020-06-01,62.490002,65.110001,56.759998,59.830002,59.426407,570544800
2020-07-01,59.910000,61.930000,46.970001,47.730000,47.408028,808715000
2020-08-01,48.270000,51.500000,47.700001,50.950001,50.606308,667362200
2020-09-01,50.910000,52.680000,48.419998,51.430000,51.430000,633180400
